Order ID,Order Item ID,Order YearMonth,Order Quantity,Product Department,Product Category,Product Name,Customer ID,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Mode,Shipment Days - Scheduled,Gross Sales,Discount %,Profit,Order Datetime,Shipment Datetime,Order Processing Time
41011,102372,201608,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3148,North America,East of USA,USA,USA,Standard Class,4,400,0.12,200,2016-08-21 15:37:00,2016-08-23,1
55261,138205,201703,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8598,LATAM,South America,Brazil,USA,Standard Class,4,400,0.17,200,2017-03-17 16:02:00,2017-03-19,1
13813,34602,201507,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9742,Europe,Western Europe,France,USA,Standard Class,4,400,0.05,200,2015-07-21 14:57:00,2015-07-25,3
19078,47693,201510,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6014,Europe,Northern Europe,United Kingdom,USA,Standard Class,4,400,0.17,200,2015-10-06 11:31:00,2015-10-10,3
19078,47694,201510,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6014,Europe,Northern Europe,United Kingdom,USA,Standard Class,4,400,0.16,200,2015-10-06 11:31:00,2015-10-10,3
19265,48165,201510,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5345,Europe,Northern Europe,Ireland,USA,Standard Class,4,400,0.13,200,2015-10-09 05:02:00,2015-10-15,5
27943,69936,201602,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3347,Pacific Asia,South Asia,India,USA,Standard Class,4,400,0.01,200,2016-02-12 21:19:00,2016-02-16,3
47041,117573,201611,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7575,Pacific Asia,West Asia,Saudi Arabia,USA,Standard Class,4,400,0.0,200,2016-11-17 16:12:00,2016-11-19,1
33866,84540,201605,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9933,North America,East of USA,USA,Puerto Rico,Standard Class,4,400,0.17,200,2016-05-09 08:25:00,2016-05-11,1
8755,21847,201505,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7176,LATAM,South America,Brazil,USA,Second Class,2,400,0.05,200,2015-05-08 18:54:00,2015-05-14,5
8755,21846,201505,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7176,LATAM,South America,Brazil,USA,Second Class,2,400,0.06,200,2015-05-08 18:54:00,2015-05-14,5
9508,23768,201505,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9399,LATAM,Caribbean,Cuba,USA,Second Class,2,400,0.18,200,2015-05-19 18:43:00,2015-05-23,3
11073,27722,201506,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10429,Europe,Southern Europe,Spain,USA,Second Class,2,400,0.25,200,2015-06-11 15:00:00,2015-06-15,3
17025,42575,201509,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2210,Europe,Western Europe,France,USA,Second Class,2,400,0.04,200,2015-09-06 12:15:00,2015-09-12,5
17048,42625,201509,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7176,Europe,Western Europe,Germany,USA,Second Class,2,400,0.01,200,2015-09-06 20:19:00,2015-09-10,3
19995,49983,201510,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,12174,Europe,Southern Europe,Spain,USA,Second Class,2,400,0.2,200,2015-10-19 20:47:00,2015-10-25,5
25945,64946,201601,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8181,Pacific Asia,Oceania,Australia,USA,Second Class,2,400,0.15,200,2016-01-14 17:20:00,2016-01-20,5
27305,68389,201602,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4022,Pacific Asia,Eastern Asia,China,USA,Second Class,2,400,0.05,200,2016-02-03 13:48:00,2016-02-09,5
27575,69028,201602,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7365,Pacific Asia,Oceania,Australia,USA,Second Class,2,400,0.04,200,2016-02-07 12:24:00,2016-02-13,5
29518,73868,201603,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7974,Pacific Asia,Oceania,Australia,USA,Second Class,2,400,0.03,200,2016-03-06 21:07:00,2016-03-10,3
29518,73865,201603,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7974,Pacific Asia,Oceania,Australia,USA,Second Class,2,400,0.04,200,2016-03-06 21:07:00,2016-03-10,3
35658,89050,201606,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1643,North America,South of  USA,USA,USA,Second Class,2,400,0.05,200,2016-06-04 12:14:00,2016-06-08,3
39658,98973,201608,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9867,North America,US Center,USA,USA,Second Class,2,400,0.03,200,2016-08-01 21:36:00,2016-08-05,3
47655,119156,201611,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9500,Africa,North Africa,Morocco,USA,Second Class,2,400,0.02,200,2016-11-26 15:19:00,2016-12-02,5
2738,6858,201502,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2310,LATAM,Central America,Guatemala,Puerto Rico,Same Day,3,400,0.2,200,2015-02-09 22:53:00,2015-02-10,0
19338,48348,201510,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8991,Europe,Southern Europe,Spain,USA,Same Day,3,400,0.04,200,2015-10-10 06:36:00,2015-10-10,0
19338,48351,201510,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8991,Europe,Southern Europe,Spain,USA,Same Day,3,400,0.03,200,2015-10-10 06:36:00,2015-10-10,0
23015,57612,201512,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5013,Pacific Asia,Southeast Asia,Myanmar,USA,Same Day,3,400,0.12,200,2015-12-02 22:49:00,2015-12-03,0
49586,123932,201612,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6439,Africa,North Africa,Morocco,USA,Same Day,3,400,0.17,200,2016-12-24 19:50:00,2016-12-25,0
51026,127522,201701,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11630,Africa,West Africa,Nigeria,USA,Same Day,3,400,0.16,200,2017-01-14 20:19:00,2017-01-15,0
51026,127523,201701,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11630,Africa,West Africa,Nigeria,USA,Same Day,3,400,0.15,200,2017-01-14 20:19:00,2017-01-15,0
59511,148952,201705,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6156,LATAM,South America,Argentina,USA,Same Day,3,400,0.25,200,2017-05-18 17:00:00,2017-05-19,0
61895,154717,201706,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6862,Europe,Western Europe,Germany,USA,Same Day,3,400,0.09,200,2017-06-22 12:13:00,2017-06-23,0
1331,3296,201501,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1426,LATAM,Central America,Mexico,USA,Second Class,2,400,0.1,200,2015-01-20 09:57:00,2015-01-22,1
1331,3294,201501,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1426,LATAM,Central America,Mexico,USA,Second Class,2,400,0.12,200,2015-01-20 09:57:00,2015-01-22,1
9556,23871,201505,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8492,LATAM,Central America,El Salvador,USA,Second Class,2,400,0.07,200,2015-05-20 11:32:00,2015-05-22,1
27011,67655,201601,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9727,Pacific Asia,Southeast Asia,Cambodia,USA,Second Class,2,400,0.16,200,2016-01-30 06:48:00,2016-02-01,1
27566,69005,201602,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7850,Pacific Asia,Southeast Asia,Indonesia,USA,Second Class,2,400,0.06,200,2016-02-07 09:14:00,2016-02-09,1
57246,143199,201704,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11606,LATAM,Central America,Mexico,USA,Second Class,2,400,0.13,200,2017-04-15 15:28:00,2017-04-17,1
57246,143200,201704,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11606,LATAM,Central America,Mexico,USA,Second Class,2,400,0.12,200,2017-04-15 15:28:00,2017-04-17,1
5165,12906,201503,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2370,LATAM,South America,Argentina,USA,First Class,1,400,0.13,200,2015-03-17 09:10:00,2015-03-19,1
15368,38426,201508,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10373,Europe,Western Europe,Germany,USA,First Class,1,400,0.25,200,2015-08-13 07:44:00,2015-08-15,1
15808,39514,201508,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5877,Europe,Western Europe,France,USA,First Class,1,400,0.03,200,2015-08-19 17:53:00,2015-08-21,1
17303,43251,201509,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7488,Europe,Western Europe,Germany,USA,First Class,1,400,0.07,200,2015-09-10 13:39:00,2015-09-12,1
23218,58132,201512,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7797,Pacific Asia,South Asia,Afghanistan,USA,First Class,1,400,0.04,200,2015-12-05 21:56:00,2015-12-07,1
23273,58271,201512,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,789,Pacific Asia,Oceania,Australia,USA,First Class,1,400,0.1,200,2015-12-06 17:13:00,2015-12-08,1
23313,58361,201512,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8049,Pacific Asia,Southeast Asia,Indonesia,USA,First Class,1,400,0.18,200,2015-12-07 07:13:00,2015-12-09,1
23916,59858,201512,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9557,Pacific Asia,Eastern Asia,South Korea,USA,First Class,1,400,0.12,200,2015-12-16 02:29:00,2015-12-18,1
33348,83303,201605,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4491,North America,East of USA,USA,USA,First Class,1,400,0.03,200,2016-05-01 18:56:00,2016-05-03,1
35375,88365,201605,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2210,North America,US Center,USA,USA,First Class,1,400,0.1,200,2016-05-31 09:05:00,2016-06-02,1
45633,114053,201610,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4241,Europe,Eastern Europe,Ukraine,USA,First Class,1,400,0.18,200,2016-10-28 02:55:00,2016-10-30,1
47318,118292,201611,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2483,Pacific Asia,West Asia,Turkey,USA,First Class,1,400,0.01,200,2016-11-21 17:15:00,2016-11-23,1
59371,148634,201705,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5652,LATAM,South America,Argentina,USA,First Class,1,400,0.0,200,2017-05-16 15:57:00,2017-05-18,1
2721,6809,201502,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5655,LATAM,South America,Brazil,USA,Same Day,3,400,0.01,200,2015-02-09 16:56:00,2015-02-10,0
11248,28111,201506,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3197,Europe,Southern Europe,Spain,USA,Same Day,3,400,0.03,200,2015-06-14 04:19:00,2015-06-14,0
19263,48158,201510,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4843,Europe,Western Europe,France,USA,Same Day,3,400,0.15,200,2015-10-09 04:20:00,2015-10-09,0
19658,49144,201510,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,62,Europe,Western Europe,France,USA,Same Day,3,400,0.09,200,2015-10-14 22:43:00,2015-10-15,0
35923,89708,201606,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9246,North America,East of USA,USA,USA,Same Day,3,400,0.12,200,2016-06-08 09:04:00,2016-06-08,0
37371,93284,201606,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11699,North America,West of USA,USA,USA,Same Day,3,400,0.06,200,2016-06-29 12:22:00,2016-06-30,0
39068,97518,201607,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,101,North America,East of USA,USA,USA,Same Day,3,400,0.1,200,2016-07-24 06:54:00,2016-07-24,0
39068,97519,201607,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,101,North America,East of USA,USA,USA,Same Day,3,400,0.09,200,2016-07-24 06:54:00,2016-07-24,0
53018,132511,201702,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10488,LATAM,South America,Colombia,USA,Same Day,3,400,0.09,200,2017-02-12 22:13:00,2017-02-13,0
55878,139722,201703,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8964,LATAM,Caribbean,Cuba,USA,Same Day,3,400,0.13,200,2017-03-26 16:12:00,2017-03-27,0
57615,144121,201704,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9996,LATAM,Central America,Honduras,USA,Same Day,3,400,0.17,200,2017-04-21 00:45:00,2017-04-21,0
63985,159973,201707,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9939,Europe,Western Europe,France,USA,Same Day,3,400,0.17,200,2017-07-23 00:26:00,2017-07-23,0
63985,159974,201707,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9939,Europe,Western Europe,France,USA,Same Day,3,400,0.16,200,2017-07-23 00:26:00,2017-07-23,0
39035,97443,201607,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,492,North America,East of USA,USA,Puerto Rico,Second Class,2,400,0.02,200,2016-07-23 19:20:00,2016-07-29,5
25,74,201501,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9503,LATAM,Central America,Mexico,USA,Second Class,2,400,0.15,200,2015-01-01 08:24:00,2015-01-07,5
6558,16392,201504,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4630,LATAM,Central America,Mexico,USA,Second Class,2,400,0.09,200,2015-04-06 17:12:00,2015-04-10,3
19523,48796,201510,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6361,Europe,Western Europe,France,USA,Second Class,2,400,0.1,200,2015-10-12 23:25:00,2015-10-16,3
21035,52585,201511,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3956,Pacific Asia,Eastern Asia,China,USA,Second Class,2,400,0.16,200,2015-11-04 01:08:00,2015-11-10,5
23668,59215,201512,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1793,Pacific Asia,South Asia,India,USA,Second Class,2,400,0.02,200,2015-12-12 11:36:00,2015-12-16,3
23863,59728,201512,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2575,Pacific Asia,Oceania,Australia,USA,Second Class,2,400,0.07,200,2015-12-15 07:55:00,2015-12-19,3
31278,78173,201604,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1848,Pacific Asia,Oceania,Australia,USA,Second Class,2,400,0.16,200,2016-04-01 13:43:00,2016-04-05,3
31278,78175,201604,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1848,Pacific Asia,Oceania,Australia,USA,Second Class,2,400,0.15,200,2016-04-01 13:43:00,2016-04-05,3
41553,103726,201608,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1793,Pacific Asia,West Asia,Saudi Arabia,USA,Second Class,2,400,0.09,200,2016-08-29 13:30:00,2016-09-02,3
41553,103729,201608,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1793,Pacific Asia,West Asia,Saudi Arabia,USA,Second Class,2,400,0.07,200,2016-08-29 13:30:00,2016-09-02,3
47328,118315,201611,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7278,Pacific Asia,South Asia,Iran,USA,Second Class,2,400,0.18,200,2016-11-21 20:45:00,2016-11-25,3
47328,118312,201611,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7278,Pacific Asia,South Asia,Iran,USA,Second Class,2,400,0.2,200,2016-11-21 20:45:00,2016-11-25,3
49008,122522,201612,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3856,Africa,West Africa,Ghana,USA,Second Class,2,400,0.0,200,2016-12-16 09:20:00,2016-12-20,3
51063,127624,201701,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7020,Africa,East Africa,Zambia,USA,Second Class,2,400,0.01,200,2017-01-15 09:17:00,2017-01-19,3
57853,144754,201704,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6071,LATAM,Central America,Panama,USA,Second Class,2,400,0.06,200,2017-04-24 12:07:00,2017-04-28,3
59563,149077,201705,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2013,LATAM,Central America,Mexico,USA,Second Class,2,400,0.02,200,2017-05-19 11:13:00,2017-05-23,3
61008,152625,201706,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3550,LATAM,Central America,Nicaragua,USA,Second Class,2,400,0.01,200,2017-06-09 13:28:00,2017-06-13,3
61043,152694,201706,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9807,LATAM,Central America,Honduras,USA,Second Class,2,400,0.13,200,2017-06-10 01:43:00,2017-06-14,3
63648,159098,201707,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2562,Europe,Western Europe,France,USA,Second Class,2,400,0.02,200,2017-07-18 02:22:00,2017-07-22,3
65038,162568,201708,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1189,Europe,Western Europe,Germany,USA,Second Class,2,400,0.17,200,2017-08-07 09:21:00,2017-08-11,3
67315,168247,201709,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4776,Europe,Northern Europe,United Kingdom,USA,Second Class,2,400,0.07,200,2017-09-09 15:05:00,2017-09-15,5
25383,63568,201503,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3613,Pacific Asia,Southeast Asia,Vietnam,USA,First Class,1,400,0.07,200,2015-03-29 21:25:00,2015-03-31,1
25963,64988,201504,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11546,Pacific Asia,Southeast Asia,Indonesia,USA,First Class,1,400,0.09,200,2015-04-28 21:01:00,2015-04-30,1
27225,68214,201505,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11291,Pacific Asia,Oceania,Australia,USA,First Class,1,400,0.25,200,2015-05-24 05:13:00,2015-05-26,1
35583,88861,201505,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6646,North America,US Center,USA,USA,First Class,1,400,0.02,200,2015-05-27 08:33:00,2015-05-29,1
35583,88860,201506,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6646,North America,US Center,USA,USA,First Class,1,400,0.03,200,2015-06-04 00:29:00,2015-06-06,1
37073,92503,201506,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3500,North America,East of USA,USA,USA,First Class,1,400,0.02,200,2015-06-15 22:43:00,2015-06-17,1
37073,92501,201506,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3500,North America,East of USA,USA,USA,First Class,1,400,0.03,200,2015-06-22 11:19:00,2015-06-24,1
53076,132658,201509,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7503,LATAM,South America,Brazil,USA,First Class,1,400,0.13,200,2015-09-21 02:57:00,2015-09-23,1
57526,143915,201510,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10854,LATAM,Central America,Panama,USA,First Class,1,400,0.2,200,2015-10-24 14:39:00,2015-10-26,1
57526,143912,201510,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10854,LATAM,Central America,Panama,USA,First Class,1,400,0.0,200,2015-10-29 19:43:00,2015-10-31,1
57526,143913,201510,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10854,LATAM,Central America,Panama,USA,First Class,1,400,0.25,200,2015-10-31 16:55:00,2015-11-02,1
59543,149030,201511,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10376,LATAM,Central America,Nicaragua,USA,First Class,1,400,0.1,200,2015-11-08 04:17:00,2015-11-10,1
61246,153204,201512,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8781,LATAM,Central America,Mexico,USA,First Class,1,400,0.16,200,2015-12-02 09:52:00,2015-12-04,1
61246,153202,201512,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8781,LATAM,Central America,Mexico,USA,First Class,1,400,0.17,200,2015-12-03 06:53:00,2015-12-05,1
61343,153462,201512,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,534,LATAM,South America,Brazil,USA,First Class,1,400,0.02,200,2015-12-09 03:43:00,2015-12-11,1
65618,163993,201512,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7298,Europe,Southern Europe,Italy,USA,First Class,1,400,0.04,200,2015-12-27 15:36:00,2015-12-29,1
39641,98942,201601,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4131,North America,South of  USA,USA,Puerto Rico,First Class,1,400,0.07,200,2016-01-01 07:43:00,2016-01-03,1
53865,134678,201601,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5990,LATAM,Central America,Honduras,Puerto Rico,First Class,1,400,0.1,200,2016-01-14 01:34:00,2016-01-16,1
1988,4968,201601,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4326,LATAM,Central America,Honduras,USA,First Class,1,400,0.15,200,2016-01-24 06:48:00,2016-01-26,1
9986,24946,201605,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11028,LATAM,Central America,Mexico,USA,First Class,1,400,0.2,200,2016-05-11 22:04:00,2016-05-13,1
9986,24948,201605,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11028,LATAM,Central America,Mexico,USA,First Class,1,400,0.18,200,2016-05-11 22:04:00,2016-05-13,1
11816,29554,201606,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10265,Europe,Southern Europe,Spain,USA,First Class,1,400,0.15,200,2016-06-03 09:57:00,2016-06-05,1
21318,53309,201609,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11987,Pacific Asia,South Asia,India,USA,First Class,1,400,0.16,200,2016-09-02 03:21:00,2016-09-04,1
23038,57684,201609,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4698,Pacific Asia,Southeast Asia,Indonesia,USA,First Class,1,400,0.02,200,2016-09-10 17:00:00,2016-09-12,1
25983,65036,201609,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10016,Pacific Asia,Southeast Asia,Indonesia,USA,First Class,1,400,0.04,200,2016-09-18 07:31:00,2016-09-20,1
39678,99007,201701,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3177,North America,West of USA,USA,USA,First Class,1,400,0.0,200,2017-01-14 21:22:00,2017-01-16,1
45855,114620,201703,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8895,Africa,West Africa,Cote d Ivoire,USA,First Class,1,400,0.04,200,2017-03-07 20:36:00,2017-03-09,1
47566,118910,201703,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7088,Africa,North Africa,Morocco,USA,First Class,1,400,0.07,200,2017-03-16 00:48:00,2017-03-18,1
49678,124180,201703,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,12431,Pacific Asia,West Asia,Turkey,USA,First Class,1,400,0.03,200,2017-03-29 23:22:00,2017-03-31,1
49678,124183,201704,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,12431,Pacific Asia,West Asia,Turkey,USA,First Class,1,400,0.02,200,2017-04-11 05:40:00,2017-04-13,1
55098,137793,201705,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2323,LATAM,Caribbean,Dominican Republic,USA,First Class,1,400,0.06,200,2017-05-19 04:12:00,2017-05-21,1
55895,139763,201706,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9480,LATAM,Central America,Honduras,USA,First Class,1,400,0.03,200,2017-06-02 14:00:00,2017-06-04,1
2396,5987,201502,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10265,LATAM,Central America,Nicaragua,USA,Second Class,2,400,0.09,200,2015-02-04 23:04:00,2015-02-06,1
2396,5988,201502,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10265,LATAM,Central America,Nicaragua,USA,Second Class,2,400,0.07,200,2015-02-04 23:04:00,2015-02-06,1
4966,12432,201503,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4888,LATAM,Central America,Mexico,USA,Second Class,2,400,0.25,200,2015-03-14 11:27:00,2015-03-16,1
8396,20965,201505,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,12271,LATAM,Central America,Honduras,USA,Second Class,2,400,0.06,200,2015-05-03 13:08:00,2015-05-05,1
11581,28954,201506,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6732,Europe,Western Europe,France,USA,Second Class,2,400,0.0,200,2015-06-19 00:59:00,2015-06-21,1
13076,32704,201507,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4862,Europe,Western Europe,Germany,USA,Second Class,2,400,0.09,200,2015-07-10 20:45:00,2015-07-12,1
13366,33480,201507,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3413,Europe,Southern Europe,Spain,USA,Second Class,2,400,0.18,200,2015-07-15 02:21:00,2015-07-17,1
27666,69254,201602,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6256,Pacific Asia,Eastern Asia,China,USA,Second Class,2,400,0.03,200,2016-02-08 20:16:00,2016-02-10,1
27971,69999,201602,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6395,Pacific Asia,Oceania,Australia,USA,Second Class,2,400,0.15,200,2016-02-13 07:08:00,2016-02-15,1
29021,72616,201602,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1924,Pacific Asia,Southeast Asia,Myanmar,USA,Second Class,2,400,0.12,200,2016-02-28 14:59:00,2016-03-01,1
35526,88729,201606,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1827,North America,US Center,USA,USA,Second Class,2,400,0.16,200,2016-06-02 13:59:00,2016-06-04,1
41056,102484,201608,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8200,North America,West of USA,USA,USA,Second Class,2,400,0.15,200,2016-08-22 07:23:00,2016-08-24,1
